,ItemId,PromptId,Score1,AnswerText
1606,3_6587,3,1,"Panda's in China are similar to koalas in Australia because they eat only one thing. However the python is different because they will eat just about anything one person even witnessed ""A python swallowing an alligator."" That example shows clearly that it can consume anything."
31,3_4949,3,1,Pandas in China are similar to koalas in Australia because they are both specialists. They eat almost nothing. They are both different from pythons because pythons are carnivors. They eat mammals. As pandas eat bamboo and koalas eat leaves.
859,3_5794,3,1,"Pandas in China are similar to koalas in Australia because ''China's pand, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively.'' They are different from pythons because pythons eat mostly anything."
947,3_5891,3,1,"Pandas In china are similar to koalas in Australia by pandas and koalas we both herbivores which eat plants. Pandas and koalas are different from pythons, because the python is a carnivore and eats meat. I the story it said a python swallowed an alligator and there's not a delicate way to put it - exploded. This is how pandas and koalas we similar and how they differ from pythons."
1455,3_6424,3,1,"Pandas and koalas are alike because unlike pythons they don't eat any meat. Most pandas only eat bamboo, and most koalas eat mostly eucalyptus."
1464,3_6433,3,1,Pandas in China are similar to koalas in Australia because they are both specialist animals. In the article it states that both are specialists because they both eat only one main food. Pandas eat bamboo and koalas and eucalyptus leaves.
1700,3_6692,3,1,"Pandas in China are similar to koalas in Australia are said to be similar because they don't go around eating everything. Only found in certain parts of the world and eat similarly. These two are very different because the article states ""... with assistance of technology can live anywhere..."" pandas + koalas can't."
1565,3_6543,3,1,"Pandas in China and koalas in Australia are both similar because they are both specialist. They stay in one place and basically eat only one thing. As to a python which is a generalist. A generalist is a python, raccoon, cockroach etc, that can live anywhere from Florida to Antarctica to outer space with the assistance of humans and technology."
1891,3_6935,3,1,"Pandas in China and koalas in Australia are different from pythons because pandas and koalas are specialist animals meaning they only eat one thing ( both happen to be a type of plant). A python, however, is a generalist animal, meaning it can eat many different kinds of animals. This is why pythons are more dangerous to wild life than pandas and koalas"
258,3_5176,3,1,"Pandas and koalas are both specialist species each eat and live in 1 place. The article said ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia koala bear, which eats eucalyptus leaves almost exclusively."""
1280,3_6244,3,1,A Panda would eat a bamboo as also Australia's koalas which eats eucalyptus leaves almost exclusively they differ with a python because would eat an alligator. Pandas and Koalas are the same because there both eat leaves.
1000,3_5944,3,1,"Pandas in China are similar to koalas in Australia because they are both specialist species. Meaning that they can only survive in a certain environment. For example, ""A specialist is China's panda, which eats almost nothing but bamboo, and Australia's koala bear, which eats eucalyptus leaves almost exclusively.""(S)."
1614,3_6598,3,1,"Panda's in China and koalas in Australia are very similar for one reason, while they are both different from pythons for the same reason. The article explains,(..) China's panda, which eats almost nothing but bamboo or Australia's koala bear, which eat eucalyptus leaves almost exclusively"". This quote shows China panda's and Australia's koala bears are similar because they mostly eat one thing. This makes them different from the python because the python eats a wide range of thins."
1868,3_6897,3,1,"China's panda which eats almost nothing but bamboo. Australia's koala bear, which eats eucalyptus leaves almost exclusively unlike pythons, which eats everything in one where and leaves nothing of it left behind."
874,3_5810,3,1,Pandas in China are a lot similar to koalas in Australia because both of these different type of bears eat things like bamboo and eucalyptus and leaves and things on the other hand pythons like to eat other animals as prey and maybe even humans they are much more harmful than pandas or koalas.
1523,3_6499,3,1,"The pandas from China and the koala bear are similar because they are specialists species. They only eat mainly one type of food. For pandas they mostly eat bamboo and for koalas bear they mostly eat leaves. These animals are different from the python because a python is a generalist, a type of species that can eat several items, and live in several suitable climates."
779,3_5710,3,1,Both pandas and koalas are specialist rather than generalist. Pandas eat almost nothing but bamboo and koala only eat eucalyptus. They arenot generalist like the. python and cannot just reincase and adapt to any habitat.
413,3_5334,3,1,Pandas in China are similar to koala's in Australia because they both eat one specific food that their habitat has. On the story it said pandas eat bamboo while koala's eat eucalyptus leaves. They are both different from pythons because pythons can't eat only one thing and they are generalists.
1831,3_6837,3,1,"Pandas in China are similar to koalas in Australia because, they eat basically one thing, plants. The python eats a lot of different kinds of animals and such."
1778,3_6778,3,1,"Pandas from China are similar to koalas in Australia because neither one of these species is a carnivore, and will eat bamboo and plants. The pand in China and the koala in Australia differ from pythons will eat anything, for example one swallowed an aligator in the article."
1188,3_6143,3,1,"Pandas in china are very similar to koalas in Australia.In the article,it explains how a panda eats bamboo and a koalas eats eukalyptus leawer.They both eat very little food.The pythons on the other hand is a little more different and eats animals as in yas rats to as big as alligators."
263,3_5181,3,1,Pandas are similar to koalas bears because they don't eat meat. Pandas eat bamboo and koala bears eat eucalyptus leaves. They are also similar because they are mammals not like pythons because they are reptiles and pythons eat meat.
1695,3_6686,3,1,Pandas in China are similar to Koala bears in Australia because they only need one type of food source and they will stay in one place while Pythons will migrate through the land. They have gone from the deep dephals of Florida to as high as Delaware.
2129,3_7303,3,1,"Pandas in china are similar to koalas in Australia are both""specialist "" because they can live in environments in and around humans ""unlike the pythons which is a generalist that can live almost anywhere similar to its natural habitat that's the way pandas and koalas and different from pythons."
694,3_5624,3,1,Pandas in China are similar to Koala in Australia because they have adapted to the reigion they live in and only eat leaves or the bamboo. They're both different from pythons because they haven't over populated and don't attach every thing that is edible.
1969,3_7054,3,1,"The article says that pandas and koala bears are both specialist, they only live in one enviroment and eat one special type of food. Pythons are different because they are generalists. they eat many types of foods, and can live in more than one environment."
1732,3_6725,3,1,"Pandas in China are similar to koalas in Australin is that no one really thinks they can be taken in as pets, same with pythons. They're different from pythons because they eat nothing but one type of food and pythons eat a variety."
225,3_5143,3,1,"The pandas in China are similar to the koala in Australia because they are both specialists, and they require one type of food that is the only thing they eat. They are different from pythons because a python could survive in one third of the United State's climate among othe4r places while at the same time pandas and koalas can't."
1246,3_6205,3,1,"The pandas in China and koalas in Australia are both specialist species. They have a limited food source as the panda can only eat bamboo and the koala can only eat eucalyptus leaves. The python on the other hand is a generalist as it could live is a wide range. According to the map, the python can live on about a third of the United States; places the panda and koala probably could not live."
1428,3_6395,3,1,They are different because the China pandas they eat nothing but bamboo and the koalas in Australia they only eat leaves and the pythons eat other animals and all  kinds of staff and the pandas and koalas live in fair fire it and cold temperatures on like the python they live in hot places and note the cold.
122,3_5040,3,1,"Pandas in China are similar to koalas in Australia, because they are animals that only eat bamboo and eucalyptus. They don't eat meat. As stated in the article, ""China's pand which eats almost nothing but bamboo or Australia's koala bear which eats eucalyptus leaves."" These animals are harmless to our envinroment. They both differ from a python because the python eats animals. In the article it states, ""A python swallowed an alligator."" Pandas and koalas don't do this."
1161,3_6115,3,1,Pandas and a koalas are similar because they ar specialist so they only know how to survive in there environment. Both the panda and the koala are different from the python because the python is a generalist. Generalist can live and survive anywhere.
1525,3_6502,3,1,"Pandas in China and koalas in Australia are both specialists. A python is a generalist and can be harmful, while koalas and pandas eat plants and leaves. Pythons can be deadly to an environment, and they are already impeciling five endangered species in the Florida Keys."
288,3_5206,3,1,"Pandas and koalas are similar because they are both specialist animals. In the article it stated that pandas only eat bamboo, like koalas can only eat eucalyptus leaves. This means that neither would be able to survive in any other place that does not have these plants because they need them to survive. Pythons are different from these creatures because they could survive almost anywhere, surviving off of meat."
380,3_5300,3,1,Pandas in China are similar to koalas in Australia because they both are native from their country and are symbols of their country too. They also both only eat one thing exclusively panda: bambo & koalas; eucalyptus leaves. Their different from pythons because pythons eat other animals.
1411,3_6378,3,1,Pandas in China are simular to koalas in Australia because there both eat one thing all day and are specialists. There also different from other animals like the python because pandas and koalas are plant eaters and are pythons eat other animals and are generalists.
816,3_5749,3,1,Pandas in China are similar to koalas in Australia because they are both specialists. They both have stability like only eating bamboo or eucalyptus trees. They are both different from pythons because pythons are generalists and they favor change but as previously stated specialists favor stability.
1925,3_6981,3,1,"Pandas in China are similar to koalas in Australia because in the article it state China panda which leat almost nothing but bamboo or Austeala's koala bear which eat eucalyptus leaves."" Pythons are different from pandas in China to koalas."
2116,3_7287,3,1,China's panda are similar to Australia's koalas because they both don't eat wild things. it says that pandas only eat bamboo while koalas eat leaves. Nothing harmful like the pythons they eat everything. One dramatic problem was a python had ate a alligator; which is wild. Thats why they are different appetite.
2082,3_7224,3,1,"Pandas and Koalas are similar because they are specialists. They can only live in Australia and China to survive because of adapation and their food source: The two are different from pythons because they are generalists. They can easily ""live anywhere from Florida to Antarctica to outer space."""
967,3_5911,3,1,Panda's in china and koalas in Australia are similar to each other because they  both eat plants. Panda's eat almost nothing but bamboo and koala bears eat eucalyptus leaves. They are different compared to pythons because pythons eat a lot of different things they will swallow anything that fits in their mouth.
1072,3_6021,3,1,"The differences between a python and a China panda/Australia's koala is that, panda and koala's eat bamboo and eucalyptus while a python would rather eat other animals such as aligators."
632,3_5559,3,1,Pandas in China and Koalas in Australia are specialists because they eat one type of food almost exclusively. Pythons are different because they are generalists and can therefore survive in environments other than their natural habitat.
202,3_5120,3,1,"Pandas in China and koalas in Australia are similar because they both fall under the same category as specialists, meaning the must stay where the are in order to live. As the article say they each need a certain plant to eat only in that area. This is different than a python who, according to the article and map, can live any place hot enough."
905,3_5842,3,1,Pandas in China and koalas in Australia are similar because they are specialists. Pandas eat nothing except bamboo and koalas eat eucalyptus leaves almost exclusively. They are different from pythons because pythons are generalists. They can adapt to new environments and do not have a restrictive environment.
2041,3_7168,3,1,A Panda and a Koala are similar because they will only eat one thing. A Panda will only eat bamboo and a Koala will exclusively eat eucalyptus leaves while a python will eat anything such as a crocidile stated in paragraph 14.
1049,3_5996,3,1,"A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear which eats eucalyptus leaves almost exclusively. He think that mankind has chosen to make earth a rapidly changing place."
1837,3_6845,3,1,Pandas and koalas are both specialist. They also both have exclusive diets. The panda eats almost nothing but bamboo and the koala eats just eucalyptus leaves. A python is a reptile and the panda and koalas are mammals. The python is also carnivorous where as the panda and koala are omnivorous.
22,3_4940,3,1,"Pandas and koalas, eva fogh they live in different of the world are still very alike. The one thing they share the most is their food. They both only practicly eat one thing. For the panda its bamboo and the koala eats eucalyptus leaves both these two animals are very dfferent than a python that has no legs and eats anything."
1780,3_6780,3,1,Pandas in China are similar to koalas in Australia because they eat the same food all the time. Pandas eat bamboo and koalas eat eucalyptus leaves all the time. They are different from pythons because pythons can eat thing bigger then their. Such as crockodiles. They also eat different kinds of food.
2119,3_7291,3,1,"Pandas in China and koalas are similar to each other, but different from pythons. Pandas and koalas are both specialist species; meaning pandas eat almost only. A python is what Achenbach would call a generalist species, because it can live and adapt to a wider variety of places than a specialist species like the panda or the koala."
564,3_5488,3,1,Pandas and Koalas are both endangered animals they are both being protected. They both only eat one type of food. When Pythons would eat anything and they are Huge. Predators they can kill and eat things bigger than them. They also live in all different places.
2153,3_7341,3,1,"Pandas in China + koalas in Australia are similar in the sense that they are both specialist & eat samething exclusively like bamboo for pandas & eucalyptus leaves for koalas they are different than pythons because they are generalists ""a human being."""
2102,3_7259,3,1,Panda's in China and koalas in Astralia are similar because they are specialist speicies that only live in those specific reigon reigons of the world. Were as pythons are generalist and can survive in many places in the world.
406,3_5327,3,1,"China's panda eats almost nothing but bamboo. The koala eats eucalyptus leaves. They both don't eat meat. Pythons eat almost anything. ""A python swallowed an alligator."" As said in the article, pandas and koalas eat plants and pythons can eat anything."
992,3_5936,3,1,"Pandas in China eat mostly bamboo, which is very similar to koalas in Australia, who eat mostly eucalyptus leaves. This is different from pythons, who eat a wider variety of foods, rather than relying on one main source of food. Pythons are carnivores, so they eat many different kinds of meat."
818,3_5751,3,1,Pandas and koalas are similar because they basically need 1 food source to survive unlike pythons who need more than 1 thing to survive.
1619,3_6603,3,1,China's panda is like Australia's koala because they are both picky eaters. The panda eats almost nothing but bamboo and the koala eats eucalyptus leaves almost exclusively. These two animals are different from pythons because pythons can live almost anywhere and pandas and koala s can't.
1224,3_6182,3,1,"Pandas in China are similar to koalas in Australia because they are both specialists and are therefore only able to live in a specific environment or area. Both of these animals are different than a python because pythons are generalists, who are ""species"" that have become most abundant are often those that do best in and around humans"" ( Achenbach)."
1709,3_6701,3,1,Pandas are similar to koalas because they're both specialist animals. They can't be easily moved around because their diet safely rely on plants only found in abudance in their natural habitat. On the other hand pythons are generalists are can be moved almost anywhere and quickly adapt.
70,3_4988,3,1,"Panda  and koalas are similar because they're both specialists and they both eat pretty much only one type of plant. They are both different from pythons because pythons are generalists, so they will eat almost anything; also pythons are invasive and pandas are koalas are not."
2054,3_7186,3,1,"China's panda, and the Australian koala are similar because they both eat very specific things mainly bamboo or eucalyptus leaves. They are also both specialists."
1792,3_6793,3,1,Pandas in China are similar to kola bears in Australia because they both only eat 1 food. They need a given climate or they will not survive. These animals are both different from the python. The python can adopt to different habitats.
342,3_5262,3,1,Pandas and koalas are similar because they both eat plant's and only one type of plant pandas eat bamboo and koalas eat eucalyptus leaves. Both of these animals different from pythons because pythons are invasive species.
1196,3_6151,3,1,Pandas in China and Koalas in Australia are similar because they are exclusive to these two specific places end unless in captivity these are the only place that they will survive. They're both different from pythons because pythons will eat anything including it adapt easier. Pandas only eat bamboo and koalas only eat eucalyptus leaves.
2149,3_7334,3,1,"Pandas in China are similar to koalas bear in Australia because there more attach to the human life thend there are the wild life. Pythons are berry from pandas and koalas bear because they eat bamboo and eucalyptus not like the pythons that try to eat a alligator like paragraph four-ting say ""A python swallowed an alligator."""
129,3_5047,3,1,"Pandas in China are similar to koalas i Australia because, they both eat leaves. In the article says that ""China's panda which eats nothing but bamboo"" or ""Australia's koala bear which eats eucalyptus leaves leaves almost exclusively"" Pythons are very different from pandas and koalas because pythons eat animals and pandas and koalas eat leaves for example the python ""swallow a alligator."""
1629,3_6613,3,1,"Pandas in China and koalas in Australia are both specialist which means they cant adapt well. A panda in China ""eats almost nothing but bamboo"", and the koala in Australia ""eats eucalyptus leaves almost exclusively."" They are both differs from pythons because a python who can adapts $ live almost anywhere because they do best in and around humans."""
998,3_5942,3,1,"One thing similar about panda and koala is they both eat plants. For example bamboo, and eucalyptus. Unlike, the pythons which eats everything around it, for example other animals and in paragraph 11 it said ""target with a radio transmitter, was tracked all the way to the belly of a python."""
940,3_5884,3,1,"China's panda eats nothing but bamboo and Australia's koala bear eats eucalyptus leaves. Both of these animals are herbaviores, meaning eat nothing but plants however a python is consdered a carnivore - meat eater. Theres the diffrence pythons hunt for meat and the koala and panda eat herbs."
1011,3_5955,3,1,In paragraph 21 it compares the panda from China to the koala in Australia. They are the same because they only eat one type of food each. On the other hand pythons eat anything as you can tell in paragraph 14 when the snake ate an alligator.
2095,3_7246,3,1,"Pandas from china and koalas from Australia are both similar because they live in their natural habitat and they can find their food in that habitat, unlike pythons which eat mostly anything they can find."
1495,3_6468,3,1,Pandas in China are similar to koalas in Australia and are different from pythons because a panda which eat almost nothing but bamboo and koala bear which eats eucalyptus leaves almost exclusively. They can live only in habitats with those resources and a python can live anywhere from Florida to Antarctica.
1887,3_6930,3,1,In the story it states that both panda and koala live in trees and eat the leaves. There both different from the python because in the passage it says the snake eat things like alligators.
876,3_5812,3,1,"Pandas in China and koalasin Australia are similar because there is a low popabitial of both and they eat very specific types of food. But a python is diffent. A python eats almost anything. As the artical said, even alligaters."
854,3_5788,3,1,"China's panda and Australia's koala are similar because they are both bears, they both are specialist, and they both focus on eating one food' panda's is bamboo, as koala's is eucalyptus. The panda bear and koala bear both differs from the cobra because the cobra's a generalist as the panda bear and koala bear is not."
1093,3_6043,3,1,China's Panda and Australia's Koala are both specialist. They can only live in one place because they need to eat what is in that area. They are not like the python because it is a generalist. It can live anywhere and withstand many different climates.
607,3_5534,3,1,"Pandas in China are similar to Koalas in Australia because they both ate one type in which is all the eat. Pandas basically eat bamboos and koala bears eats only eucalyptus, pandas and koala bears are different than pythons because other animals live to eat them and pythons doesn't adapt to all weather (climate)"
17,3_4935,3,1,"Pandas in China are similar to koalas in Australia because they are their specialist. Pythons are generalists which are the complete offer, to pandas and koalas. The text states ''a generalist is a raccoon, a python, a cockroach, a white-tailed deer. A specialists is China's panda or Australia' koala.'' The specialists are the peaceful creatures that keep to themselves and generalists are the destructive creatures that are harmful and dangerous. This is just like a house cat compared to lion or a dog compared to wolf."
758,3_5689,3,1,Pandas in China are similar to koalas in Australia because both animals eat only one thing to survive. Pandas eat almost nothing but bamboo and koalas eat eucalyptus leaves almost exclusively. Both these animals are different from pythons because neither of them are a threat to biodiversity. They stay in one habitat. In the article it says that if anything can go anywhere then complications ensue.
1867,3_6896,3,1,Pandas and koalas are the same type of animal because that spiecies stays in one are of the worl because thats the only place it will survive. Opposed to the pythons which is able to live anywhere and can adapt with hep from mabum day lan zology.
1847,3_6866,3,1,Pandas in China are animals that only eat bamboo and koalas in Australia only eat eucalyptus leaves. They are both similar because they both rely on 1 food source. Pythons eat all kinds of rodants and pandas and koala bears rely on 1 food source.
2065,3_7201,3,1,"Panda's in China are similar to koalas in Australia because they both don't eat meat. Pandas eat bamboo and koalas eat eucalyptus leaves. These two species are different from pythons because eat animals that are alive or dead whole. For example, one pythons ate a crocodile the exploded."
21,3_4939,3,1,"Pandas in China are similar to koalas in Australia because, they eat plants only. The pandas eat nothing but bamboo. And as for the koalas they eat nothing but, eucalyptus leaves almost exclusively. They're both different then pythons because, its a generalist."
785,3_5716,3,1,"Chinese panda's and Australian koala's are alike because they both eat almost nothing besides one thing. ""Bamboo (panda) or eucalyptus leaves (koala)."" They are different from pythons because pythons prey on more than one source."
1539,3_6516,3,1,China's panda and Australia's koala bear are both specialist. They can only live in those places based on the food they eat. Without it bamboo (panda) and eucalyptus leaves (koala) they wouldn't be able to survive. While on the other hand pythons are generalist. They can survive anywhere.
1273,3_6236,3,1,"Pandas in China are similar to Australian koalas because they're both specialist and they both live in warm climates. They both eat greens. They are different from pythons because pythons eat other animals and possibly humans koalas eat eucalyptus leave and pandas eat bamboo...."" A python swallowed an alligator."" Pythons are dangerous and pandas and koalas arent as much."
883,3_5819,3,1,"Like the koala bear in Australia, one pandas in China have a diet of one food and one food only. Pandas only eat bamboo, and koalas bears feed to only eat leaves he stated in paragraph 21. Both animals are different from a python, who eats a variety of other living creatures."
1450,3_6418,3,1,"Pandas in China and koala's in Austriala are different from pythons because, China's pandas eat almost nothing but bamboo, or Austrias koala's bear which eats eucalptus leaves almost exclusively. Pythons will eat mostly anything that has meat cause of it's carnivose features."
1216,3_6173,3,1,"Pandas and koalas have alot more in common that meets the eye. They are both specialists, AKA animals with a selective/exclusive diet. Pythons are diffrent. They are more like people in they way that they will eat anything that comes across there path."
775,3_5706,3,1,The author explained how panda's in China eats almost nothing but bamboo which means that he is harmful. And Australias Koala bear eats eucalyptus leaves and us' also not harmful like the panda. But pythons are animals that are harmful and that will eat a crocodile if they wanted to.
1871,3_6902,3,1,"Pandas in China are similar from koalas in Australia because they are both are harbavores. Also, as stated in paragraph 21 they are specialists and only eat about one type of food. A python on the other hand is a generalist  and eats many different things like meat. Over all, a koala or a panda are very picky and a python is not"
1194,3_6149,3,1,"Pandas in China only eat bamboo, Koalas in Australia only eats eucalyptus leaves, they are also both specialist. Pythons are generalist and pretty much can eat anything."
2019,3_7138,3,1,"China's panda and Australia's koala share a very similar diet, the greens, and it is all they eat they are herbivorous. They both have a simple diet, pythons on the other hand according to the story "" swallowed an alligator"" pythons are meat eaters and would it come in contact with the two eat the panda and koala."
1339,3_6305,3,1,"A specialist is China pandas, which eats almost nothing but bamboo or Australia's koala bear, which eats eucalyptus leaves almost exclusively. They both are differend because, they don't have the same thing."
249,3_5167,3,1,"Pandas in china are similar to koalas in Australia because they are specialist animals, pandas eats almost nothing but bamboo and koalas eat nothing but eucalyptus leaves. Pythons are generalists they are most abundant and they do best around humans. And their food can be found in a variety of places."
1654,3_6640,3,1,"Pandas from China and koalas from australia are similar, because, they are specialists. ""A specialists is a Chinas panda, which eats almost nothing but bamboo, or Australias koala bear, which eats eucalyptus leaves almost exclusively."" This quote supports my argument, because its shows that both animals are classified as specialists, and differ from the python which is a generalist."
1268,3_6231,3,1,panda bears & koal bears are similar because they both only eat one type of food. The panda eats bamboo and the koal bear eate's eucalyptus leaves. The difference between pandas and koals bears versus pythons is that pythons can live any were from Florida to Africa. Pandas & koals cant. I can support this because of paragraph 14 - 21.
689,3_5619,3,1,"Pandas & koalas are similar because they are both specialist species. This is shown by ''A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively.'' They are different from pythons because neither of them eat meat and also pythons are generalist species."
314,3_5232,3,1,"Pandas in China and koalas in Australia both has very low variety of food. Panda's eat only bamboo sticks & koala's only eucalyptus leaves. For pythons, panda's & koala's are compeletely different because in the article snakes are cold blooded and eats many different animals as oppose to pandas & koalas, they are warm blooded & eat one thing."
1647,3_6633,3,1,"Pandas in China are similar to koalas in Australia because they are both specialist species and eat the same thing throughout there lives. They are both different from pythons because pythons are more stable in the article it states ""what favors generalist is chang what favors specialist is stability"". The author means by this is a python can adapt to its evorment and a panda is more stable in its eviorment."
1478,3_6449,3,1,"Pandas in China in Australia are similar because they are both specialist species. This is what makes them different from pythons, because pythons are generalist species. They can live in many places, and can survive in different places because they can adapt, whereas pandas and koalas cannot."
1127,3_6080,3,1,The pandas in China are similar to the koalas in Australia because they are both specialist animals. They also only eat one thing. That one thing for pandas is bamboo while the koala bears eats eucalyptus leaves almost exclusively. They are different from pythons because they are not pets.
189,3_5107,3,1,"Panda's in china are similar to koalas in Australia because they both only eat like plants/leaves it says that ""china pandas which eats almost nothing but bamboo or Australia's koalas which eats eucalyptus leaves. They are different from python because python's snakes and they eat alligator's because in the article theel was tryired to see if the alligators would eat the python and it end up the opposite the pythons ate the alligator instead."
281,3_5199,3,1,"Pandas are similar to Koalas because they are both specialists. They only live in one part of the world and eats only one type of food. They are different from pythons because, as the article says, Pythons can survive in many habitats, unlike Pythons, Pandas and koalas can only live in one place."
599,3_5526,3,1,"Both pandas and koalas eat almost exclusively one type of food. However, the python, a generalist, can adapt to most food sources."
1020,3_5965,3,1,"The panda is similar to the koala because they both eat the resources found in their habitat. They're different from the python because the python is a generalist and, with the help of technology, can live anywhere."
1997,3_7104,3,1,"China's pandas and Australia's koalas are similar in the way that they are both specialists. Pandas eat only bamboo and koalas eat only eucalyptus leaves. Pandas and koalas are different from pythons because pythons are generalists, meaning they will eat different things and not just stick to one. The author says that 'we live in an age that favors generalist rather than specialists."
1327,3_6292,3,1,"Pandas in China and Koalas in Australia are both specialists, while phythons are generalists. The author said, A specialist is China's Panda, which eats almost nothing but bamboo...' These animals have a very limited songs of food that they will eat while pythons can eat almost anything."
395,3_5316,3,1,"Pandas in China are different from Australia's koala bear because of what they eat. As the article says "" China's panda, which eats almost nothing but bamboo, or Australia's koala bear which eats eucalyptus leaves.."" They are both harmful though , pythons are different because they eat other animals."
628,3_5555,3,1,Pandas and koalas are much different than pythons. Pandas and koalas are dependent on one food source making it hard for them to survive. They only eat bamboo and eucalyptus leaves. A python has better survival skills because it eats many thing and is not just dependent on one thing.
1079,3_6029,3,1,"Pandas in China are similar to koalas in Australia,because according to the article, it mentions that pandas and koalas are both specialists. It mentions that pandas in China eats eats almost nothing but bamboo, and koala in Australia eats almost nothing but eucalyptus leaves."
2003,3_7111,3,1,"Pandas and koala bears are similar because they both eat just one thing, on the other hand there different to pythons because pythons eat anything. That's how pandas and koala bears are different to pythons."
1766,3_6764,3,1,"The Panda in China and Koalas in Australia are similar because they are both in the specialist group. They only prefer 1 type of food, panda like bamboo and Koala's like eucalyptus leaves. They are generalist, with the help of technology then can live anywhere."
1977,3_7071,3,1,"Pandas and koalas are similar because they are both specialists, which means that they can only live in a particular area. This is different from a python because they can live in many areas such as Asia and the lower portion of the U.S."
644,3_5572,3,1,Pandas and koalas are specialist animals meaning basically they rely on their environment to survive. Both of these animals eat almost nothing but a one certain food they like. This is why they differ from pythons who can travel to different places and adapt to most environments to survive.
825,3_5758,3,1,"How a Panda bear in Chain is similar than koalas bear in Australia because in paragraph 21 it say that panda only bamboo and koala bear eat eucalyptus leaves almost exclusively how they both different from a pythons because jail breath in . they invasive species. Undergo a jorge never proliferting, what certain is that you."
415,3_5336,3,1,"Pandas in China and koalas in Australia are similar because they are both specialist species, they eat almost exclusively one food. They are different from a python which is a generalist and eats more than one type of food."
1348,3_6314,3,1,"Pandas in China are similar to koalas in australia, pandas eat almost nothing but bamboo. Australian koala bears which eats eucalyptus leaves. They're both different from pythons because pythons are snakes and snakes are reptiles that eat anything they can feed on."
352,3_5272,3,1,"Pandas in China are similar to koalas in Australia because they both feed off of natural plants, for example pandas consumes only bamboo while koalas eats almost only eucalyptus leaves. However, they are both different from pythons because pythons are able to consumes any type of creatures including alligators and other non- invasive species."
280,3_5198,3,1,"Pandas in China and koalas in Australia are similar because they both are specialists. Pandas eat nothing but bamboo and they really couldn't live anywhere else, same with koalas; it eats only eucalyptus leaves. Specialists like the panda and koala cant servive everywhere. However pythons are generalists, ""with the assistance of technology they can live anywhere around the world"" - they are very differant from specialists."
1736,3_6729,3,1,"A panda and a koala are both vegetarians. Pandas eat bamboo, and koalas eat eucalyptus leaves. Pythons are not vegetarians they eat meat, and they kill there pray by strangling them or putting venom into them."
0,3_4918,3,1,"China's panda and Australia's koala are two animals that arent predator, pandas eat bamboo and koala's eat eucalyptus leaves. Therefore, they are harmless. They are both different from pythons because pythons are potentialy dangerous considering they can swallow an entire alligator you could conceivably have pythons shacking upto the Potomac"
393,3_5313,3,1,"The way the Chinease panda and the Australian koalas are alike is because they only eat one sorce of food, pandas only eat bamboo and koalas only eat eucalyptus leaves. On the other hand pythons eats mostly anything and everything it can."
553,3_5477,3,1,"Pandas are similar to Koalas because they are both specialists. What this means is that they both need to live off certain foods, or ""Panda eats almost nothing but bamboo, or (a) Koala eats eucalyptus leaves almost exclusively,"" they couldn't live anywhere else because they live off these foods."
540,3_5464,3,1,Pandas and koalas are similar because they have one food in their entire diet and they're different from pythons because python can find food be it anything from a house cat to a dear.
357,3_5277,3,1,"Pandas in China are similar to Koalas in Australia due to the fact they are specialist. Which means they favor stability. The difference between them & the pythons is pythons are generalist that can adjust to change & in our changing World, They can do best in & around humans which koalas & pandas can't based on their classification."
2074,3_7212,3,1,"Panda bears and koala bears although from two different parts of the world are similar because they both eat one specific food, which differs from a python because they eat just about anything."
1820,3_6824,3,1,Pandas in China are similar to koalas in Australia because panda's only eat bamboo and koala bear eat eucalyptus leaves there and source is not every where they both cant just move from China or Australia because there food is not made every where around the world.
791,3_5722,3,1,"Pandas inChina and koalasin Australia both excusively eat one food, but a python can have a more diverse diet depending on its current habitat."
1115,3_6067,3,1,"A panda from china and a koala bear from Australia are similar because they both only eat one type of food the article says that the panda only eats bamboo and the koala bear only eats eucalyptus leaves. They are different from pythons because they are like ""human beings,"" says the article"
252,3_5170,3,1,"The pandas in China are similar to the koalas in Australia because they are both specialist species. A specialist species is one that cannot adapt to the other conditions. Generalists on the other hand, ca adpt to other conditions & climates. Pandas & koalas are specialist species & they cannot adapt but pythons are generalist & they can live anywhere."
2126,3_7300,3,1,"Pandas in China are similar to Koalas in Australia because they both eat one certain type of food. As said in the article China's pandas eats almost nothing but bamboo, and Australia's Koala bear, eats eucalyptus leaves almost exclusively. They both, however, are different from a python will eat up to anything. In 2005, a python swallowed an alligator and there's not a delicate way to put it exploded. Pythons try to eat anything they can unlike Koalas and Pandas."
647,3_5575,3,1,Pandas and koalas are different pythons because they eat only one certain thing each and pythons will eat mostly anything. Pandas eat bamboo and koalas eat eucalyptus.
711,3_5641,3,1,Pandas in China are similar to koalas in Australia because they both tent to eat only one thing. This panda eats bamboo and the koala eats eucalyptus leaves. The python on one other hand will eat everything that fills them up.
158,3_5076,3,1,"Pandas in China and koalas are different from pythons because as it states in the article, ""China's panda which eats almost nothing but bamboo, or Australia's koala bear which eats eucalyptus leaves almost exclusively"", whereas; pythons can eat animals such as alligators. Not only is what they at a difference, but pythons are generalists, and the panda and koala are specialists."
