id	text
en_000342	你会在每个杯子里倒多少醋。样品的温度是多少，是相同的还是不同的？这些东西都是非常重要的信息，但没有包括在内。
en_000343	为了复制这个实验，你需要的额外信息是，他们希望我们使用_什么样的容器？你需要每种物质的样品。以及知道你需要的每种物质的类型。最后，你需要将醋倒入每个容器中，这将改变每个样品的质量。
en_000344	要复制这个实验，我还需要_一些额外的信息，如醋的数量、容器的大小和温度。
en_000345	为了复制这个实验，必须知道每个独立容器中使用的醋的量。此外，容器的类型没有明确说明，也没有说明应测试的样品的数量。所有这些都需要知道，以便复制该实验。
en_000346	为了复制这个实验，需要更多的信息。例如，必须要有明确的问题陈述。这个程序没有解释为_什么他们要找出四个不同样品的质量。此外，还必须有关于他们在每个容器中放了多少醋的信息，这样我们才能复制这个实验。
en_000347	它所需要的额外信息将是
en_000348	要复制这个实验，你需要增加用_什么秤重的石头。你将需要一个更详细的程序，有很多步骤，这样你就可以知道你要做什么。
en_000349	可以添加的_一些信息是醋或水的温度，你也可以添加多少醋，另一个可以添加的东西是可能的样品清单。
en_000350	为了使程序更完善，该小组需要做的是确保有_一个步骤始终是收集材料。这可以保证在开始实验之前，任何一个人都能得到所有的东西。第二，让这些程序更容易理解，第三步是很难解释的。最后，确保你在最后将它们清理干净。
en_000351	首先，我需要知道他们用_什么来确定质量。如果他们把他们使用的4种不同的材料放在实际的实验过程中，也会有帮助。以防没有数据表格出现。他们还可以更具体地说明他们到底把样品放在什么地方，放在哪里。因此，我不会把它们放在直射光下或阴暗处。我还需要知道每种材料的用量。
en_000352	我相信，为了复制，我们需要实验的设计，以及我们_什么时候可以复制。
en_000353	为了复制他们的实验，我需要采取他们的程序并使用它们。我还需要他们程序中的样本，然后能够复制他们的实验。所有这些需求都是真正的基本需求。
en_000354	为了复制实验，需要有_一个对照组，也就是没有接受治疗的组，在这种情况下没有接受醋的组，需要更加明确。它说把醋倒入一个容器中，但没有具体说明有多少醋。此外，也没有说明将使用多少样品。
en_000355	为了复制这个实验，你需要知道，你应该将多少醋倒入容器中，你应该用多长时间的水来冲洗，你需要多少每种材料的量。
en_000356	要复制这个实验，你需要知道材料（样品）是_什么，（大理石、石灰石、酸和塑料）。你还需要知道放在杯子里的醋的量，你还需要知道你所称的质量是什么，即克。如果将这三样东西加入到实验过程中，那么你就可以复制这个实验。
en_000357	要复制这个实验，我需要知道每个杯子里放多少醋，每个样品放多少。
en_000358	对我来说，我认为这个实验需要告诉你必须在瓶子里重复_什么，并给出更多关于他们正在做的事情的例子，使这个实验发挥作用。
en_000359	我还得知道在杯子里要放多少醋，因为为（毫升）。我应该把杯子放在哪里，是放在阳光下还是放在冰箱里，我应该把样品放在哪里，是放在露天还是放在外面。
en_000360	在阅读了该小组的程序后，它指出你首先需要确定_四个不同样品的质量，然后将醋倒入容器中，24小时后从容器中取出样品，用蒸馏水冲洗每个样品。为了复制这个实验，我必须知道应该在每个装有样品的容器中加入多少醋。
en_000361	为了复制这个实验，你需要知道每个容器里放了多少醋，每个样品用多少蒸馏水洗过，以及容器的大小。
en_000362	阅读完小组程序后，我需要复制实验的额外信息是，_4个不同的样品是什么材料制成的，它没有在程序中列出，我应该在每个容器中倒入多少醋，更多或更少可能影响多少质量的结束，样品的形状与它们的表面，我们将有更多的接触醋，结束它的权利和起始材料的质量，如果它是复制实验或重复到底，我需要知道每个样品的数量被使用。
en_000363	为了复制实验，它将把多少醋倒在每个容器上。它也会把它要使用的材料的效果。
en_000364	为了复制这个程序，你将需要知道
en_000365	为了复制这个实验，你需要知道样品是_什么。另外，他们的程序中的第三步有点混乱，为了复制这个实验，他们可能要给出更多的指示，更具体。他们可能还想说使用什么尺寸的容器，或者在容器中加入多少醋，以便让别人也能复制。
en_000366	还需要的信息是你在不同的容器中倒入多少醋。另_一个需要的是架子的类型，因为葡萄没有在程序中指定不同的样品，该小组还需要告诉你用什么来确定前后样品的质量，例如，他们可以说用克来测量。
en_000367	为了复制阅读后的实验，你将需要知道这_4个不同的样品是什么。你还得知道每个容器里要倒多少醋。你必须知道当你让它静置24小时后的测量结果是什么。
en_000368	额外的信息是在写下数据之前做_3次实验。
en_000369	我需要在容器中放入多少醋，_什么样的石灰和塑料，比如它是从哪里来的，样品应该在什么样的温度下干燥。
en_000370	复制这个实验需要的_一些额外信息是：四个不同的样品是什么？你需要在每个容器中倒入多少醋。以及需要多少次试验才能得到更准确的数据。我们需要这些信息来知道如何做这个实验。
en_000371	我的意见是不要改变任何东西，因为它看起来很好，有_4个样品，并且程序呈现在表格中。
en_000372	你需要再重复_2次实验，记录所有的数据，然后进行比较，看看样品是否有任何变化。另外，背景信息对任何实验都很重要。
en_000373	为了完全按照他们的方法重复这个实验，我需要知道我需要_什么材料，例如，大理石、木头、石灰石、塑料都没有写在程序中。
en_000374	为了复制这个实验，你必须改变时间的使用，看看是否会有不同的结果。另外，在步骤_2中，它说要在四个容器中分别倒入醋，改变他们使用醋的方式，用另一种液体代替，看看这些是否会有影响。最后，我建议使用另一个样品或尽可能多的样品来获得最准确的答案。
en_000375	在这个过程中，该小组称这些材料为样品，而不是称它们为样品，他们应该像在图表中那样对材料进行命名。当他们只是说样品时，这可能意味着_什么。在步骤一中，他们应该说为什么你需要确定四种材料的质量。
en_000376	在你确定了产品的质量后，回头看看你的这些想法是否正确。然后去做_一份关于QV的实验报告。然后当你完成后，把它交给Qn。
en_000377	为了复制酸雨的实验，你需要额外的信息。首先你需要知道你使用的是_什么类型的样品。其次，该程序没有规定每个样品应该有多大。有不同的尺寸可能会改变结果。最后，当在蒸馏水下冲洗样品时，你应该知道使用什么温度，非常热或非常冷的水也可能改变结果。
en_000378	复制这个实验所需要的额外信息是倒在每个样品上的醋的量。他们还需要在开始时加入_一个步骤，要求科学家测量每个样品的质量+最后他们必须告诉科学家用什么类型的容器做实验+每个样品是否相同。这些额外的步骤和细节将有助于为所有完成实验的人创造准确性和一致性。
en_000379	我认为有_一点是我们可能需要知道这个实验的目的是什么，另一点是他们没有把我们使用的材料的名称放在程序中，最后一点是我们可能需要一个秤来测量质量的差异。
en_000380	你需要知道的_一些额外信息是你要把什么样品放在醋里。为了完成调查，你需要知道如何称量样品以及用什么来称量。你还必须做一些数学运算来得到质量的差异。
en_000381	为了重复实验中的分组程序，我需要知道在每个容器中倒入多少醋。另_一个信息
en_000382	要重复这个实验，我需要知道每个杯子里的醋的用量。我还需要知道蒸馏水的量，以便他们更多的解释_3必须更好的解释。
en_000383	我需要知道我为这个实验需要多少样品。我需要知道我在每个容器中倒入多少醋。此外，我还需要知道我是否让样品在阳光下晒干。没有这些，我就无法复制这个实验。
en_000384	我需要知道，用了多少醋，容器有多大，每个样品的质量是否相同。
en_000385	更多的你可以重复这个实验，只是看到它。
en_000386	首先，这个实验需要有_一个控制器。他们需要把材料放在水中，看它是否对材料有任何影响。其次，他们需要对每种材料进行一次以上的试验。我建议做三次，这样你就能得到更好的数据。他们可以做的第三件事是告诉我们他们在每个样品中究竟放了多少醋。
en_000387	石灰石的质量比所有的都大。
en_000388	你将需要从开始到最后的质量量，你将需要醋、蒸馏水和_一些其他材料。
en_000389	为了复制这个实验，读者需要知道倒入容器中的醋的数量。你还需要知道每个样品的起始质量是否应该是相同的。最后，你需要知道在_24小时内如何以及在哪里储存这些样品。
en_000390	要复制这个实验，我们需要知道我们要确定_什么类型的样品的质量。我们还需要知道每个杯子里要放多少醋。我们还需要知道如何烘干它们，是用布还是风干。我们还需要知道在放醋之前每种材料的质量。
en_000391	我们需要知道我们在每个杯子里放了多少醋。我们还需要知道每个样品要用多少，以及哪些材料。我们还需要_一个对照。所以也需要在普通水中放置一些东西。
en_000392	这个实验没有对照组，格鲁佩也没有做多组实验。你可能还需要知道罗马的温度是多少。
en_000393	你需要知道醋的类型，并知道样品的大小。你还需要知道你要用多少水来冲洗它们。
en_000394	在这个实验中需要_一些额外的信息，酸雨会更详细地说明如何使用这些步骤，还应该解释每种材料是什么，最后解释样本的不同含义。这个实验应该更加清晰，而且你应该包括一篇文章。这个实验并没有产生大量的样品。
en_000395	为了复制这个实验，需要在实验过程中注明样品的类型，此外还需要使用容器的大小。最后，应包括加入容器中的醋的量。
en_000396	要复制这个实验，你将需要以下Vingar，在每个相同的容器中，你将需要让样品坐着并干燥_30分钟。24小时后从容器中取出样品，用蒸馏水冲洗每个样品。
en_000397	为了复制这个实验，你必须包括在每个容器中倒入液体的测量值，以确定你放在容器中的每个样本的甲板，并给容器贴上标签。
en_000398	为了复制这个实验，你需要知道在每个容器中放入多少样品，他们在哪里储存了_24小时的容器，以及当他们从容器中取出样品并用蒸馏水冲洗并让它们坐着干燥30分钟时，他们把每个样品放在哪里。
en_000399	一些额外的信息将包括。倒入每个容器中的醋的量，所取样品的质量，以及这4个容器在24小时内存放的温度。
en_000400	该程序应包括质量应该是多少以及如何得到它。另外，你不知道这_四个样品是什么。在第二步中，应该倒入多少醋。在第二步中，应该解释如何获得质量以及如何记录，使其整洁和易懂。最后一步还应该包括说重复。
en_000401	看完这个程序后，我需要知道学生们使用的材料是_什么。我还需要知道他们为什么要做这个实验，目的是什么？他们使用什么样的容器，有多大？
en_000402	为了复制这个实验，你需要的其他信息包括倒入每个容器中的醋的量，容器在哪里储存或保存_24小时，样品应该如何干燥，最后，应该用什么来取质量。
en_000403	为了复制实验，人们需要知道如何确定质量，该小组必须在其程序中说明如何做到这_一点。他们还应该说明使用相同质量的物体，这样就很容易复制。最后，该小组应使用一个对照组来比较他们的结果，并用于复制实验。
en_000404	你需要说明木材没有失去任何质量，塑料失去了_1的质量，大理石失去了4的质量，石灰石失去了1.3的质量。然后你会说，石灰石失去的质量最大，木材失去的质量最小。
en_000405	为了复制这个实验，他们应该包括_一些额外的信息。有一件事应该包括他们在每个容器中倒入了多少醋。如果一个容器中的醋比较多，那么另一个容器中的醋就会很容易失去质量。另一件事是他们应该包括一个对照，如果没有对照，就没有什么可以比较你的结果。重复这个实验的最后一件事是，你必须知道你使用的每个样品的数量。如果你使用的一个样品比另一个多，那么它当然会更多。每个样品的大小应该是一样的。
en_000406	学生们应该在他们的程序中包括样品的形状，它们是相同形状的固体，还是磨碎的，表面积的多少会影响样品的分解速度。此外，他们还应该说明应该在容器中放入多少醋，而且每个容器中的醋的数量应该相同。还应包括_什么类型的醋。
en_000407	在这个实验中需要_一个假设。另外，该小组应该告诉读者发生了什么，为什么要进行这个实验。他们还应该至少重复三次步骤，以确保结果的准确性。
en_000408	复制这个实验所需要的其他东西是_一个时钟或停表，以计时样品放置和干燥多长时间。
en_000409	你首先要知道为_什么要进行这个实验，他们在寻找什么结果。你还需要知道有多少醋，什么类型的醋被倒入溶液中。每种溶液的质量相等，作为起始质量。
en_000410	你需要_1).更多的试验 2).不同类型的样品和3).也许需要将样品放置并干燥20分钟以上。
en_000411	我需要复制的额外信息是，大理石、石灰石、木材、塑料、水、容器、醋、标签。
en_000412	该小组将需要说出程序中的_四个样品是什么。他们需要告诉你每个容器里要倒多少醋。该小组也没有告诉你如何处理每个样品的质量。
en_000413	石灰石你需要，因为它是最重要的，那么当你使用它的时候，它就不会工作。
en_000414	他们需要重复每_一个已经预演过的步骤。
en_000415	为了复制这个小组的程序，我需要以下信息。^p _1.当他们在第一步说他们需要确定四个不同样品的质量时，他们应该说出并列出他们计划使用的样品。^p 2.在第二步中，当他们说要在四个独立但相同的容器中分别倒入醋时，他们应该提到或者我们应该倒入多少醋。^p 3.当他们在第四步说我们应该用蒸馏水冲洗每个样品时，我们应该用多少水，冲洗多长时间。
en_000416	为了复制这个实验，你需要知道你在每个样品中放了多少醋。你还需要在准确的时间内测量它们，因为你最后测量的那个可能会多长_一点，因为它放置的时间更长。
en_000417	为了复制，小组学生实验的额外信息我需要确保，_四个相同的容器有多大，他们放入容器的四种材料的样品有多大，他们将容器放在温暖或寒冷的环境中。学生们在每个容器中倒了多少醋。
en_000418	为了复制这个实验，我需要以下信息：每个样品在放置_24小时后有什么变化。第2个问题是，我们在四个独立但相等的容器中倒入的醋的确切数量是多少，这个调查的结果是什么？我们学到了什么？
en_000419	为了复制该小组的实验，还需要知道更多的信息，比如有多少醋被倒入_四个独立的容器中，每个样品的用量是多少，以及该小组用什么来确定每个样品的质量。
en_000420	为了再次做这个实验，你需要知道_4个样品的确切质量，它们是什么类型的样品，以及你必须冲洗样品多长时间。
en_000421	为了复制这个实验，我还需要_一些额外的信息，就是倒入每个独立容器中的醋的量。如果我没有数据表，我还需要在实验过程中被告知这四个不同的样品是什么。知道使用的是什么类型的容器也会有帮助。为了复制实验，程序必须精确，不能有任何信息遗漏，否则数据可能完全不同，不能与第一组数据相提并论。
en_000422	为了复制实验，我需要知道变量（样品材料）的数量。有必要知道样品是如何用蒸馏水冲洗的。他们是放在不同的容器中，还是只是放在水蒸气下，主要是蒸发，我需要知道他们如何确定样品的质量，他们的测量工具是_什么。
en_000423	为了重复这个实验，你需要知道每个容器中需要多少醋，每个样品应该有多大，以及在哪里存放_24小时，以便实验不会因为周围的环境而被破坏。
en_000424	你需要_一个对照来回顾一下，你需要知道你需要在每个容器里装多少液体，并掌握正确的时间。随着时间的推移，你需要知道你所有的材料。
en_000425	他们做这个实验的目的是_什么？他们为什么选择以这种方式设置标签？而对于我来说，要复制这个程序是不可能的，因为没有问题，也没有很多信息提供，说明了方向。
en_000426	它没有告诉你他们想通过调查找出_什么。因此，我们可以做这项工作，但我将知道我们做了什么，如果是为了以后。
en_000427	如果有_一个对照，他们需要识别它，他们也应该告诉材料的类型，告诉质量的测量单位。
en_000428	为了复制这个实验，需要的其他信息是倒入_四个独立容器中的醋的量。另外，该量的醋应该放入哪种类型的容器中。另外，虽然在数据表中有所说明，但学生们应该在他们的程序中加入四个不同样本的类型和每个样本的起始量以及它们的形式。应该是倒入石灰石、木块等。而且他们还应该指出最后要用多少蒸馏水来冲洗样品。为了复制实验，所有这些额外的信息都是需要的。
en_000429	你应该在实际实验中把所有的程序都写出来。
en_000430	遗漏的_一个步骤是收集所有的材料。另一个应该增加的步骤是每个杯子里要放多少醋。另一个步骤，他们可能也要增加的是每杯要放多少蒸馏水。
en_000431	除了这个实验之外，该小组还应该包括他们会用_什么来寻找这些岩石样本的质量。
en_000432	看完这个小组的程序后，我认为他们应该加入记录数据、获取材料、观察实验和重复实验。
en_000433	为了复制这个实验，我需要知道实验过程中的样品是_什么，如果没有这些信息，我可以用amthing作为得到完全不同的样品来显示。
en_000434	我会写下每支试管里放了多少醋。我还会再次重复实验，看看我所掌握的信息是否准确，并写出为_什么这些醋被添加到四个样品中。
en_000435	他们应该说他们在每个容器中放了多少样品。
en_000436	我需要的额外信息是在实验过程中加入除醋以外的另_一个独立变量，看看它对样品的影响是否与醋的影响相同。此外，还需要多次重复这些步骤，以确保他们获得与第一次相同的信息。然后我们可以得出结论，发现醋对石灰石的影响更大，他们对其他样品的影响更大。
en_000437	在阅读了该小组的程序后，_一些好的补充信息将是容器是由什么制成的，因变量，和自变量。
en_000438	首先，我需要知道每个样品的材料。
en_000439	在这个实验中，进行实验的额外信息是，倒入容器中的醋的量。这可能会影响样品的质量损失量。我还认为把它们放在不同温度的地方会影响样品的质量损失程度。
en_000440	这个小组在他们的程序中缺少_一个对照组。此外，他们应该更具体地说明相同容器的大小。接下来，该小组应该在步骤1中说明需要哪4种样品。
en_000441	首先，我需要知道每个容器里要倒多少醋。另外，我还需要知道样品在_24小时内存放的环境是什么。最后，我需要测量四个不同样品的质量和液体的体积。
en_000442	为了复制这个实验，你首先需要知道你需要倒入容器的数量（体积或毫升）。此外，你还需要知道你具体需要多少东西来冲洗容器。第_5步没有说明如何去做，实验中是否希望容器有相同的面积，它没有说明。
en_000443	在这个过程中，为了让别人复制它，需要很多东西。首先，第_1步说，确定四个不同样品的鼻子。他们应该说这些样品是什么。第二，第2步说，倒醋，但没有说有多少醋。第三，这个实验中没有对照。他们应该在没有醋的情况下测试每个样品作为对照。
en_000444	"""为了复制这个实验，你需要的其他信息是。每个容器里要倒多少醋。应该在程序中说明每个""""样品 ""是_什么。一份材料清单。"""
en_000445	为了复制这个实验，你需要知道要使用多大的样品。你还需要知道问题或你在实验中测试的内容。
en_000446	为了复制这个实验，该小组的程序需要指定测量质量的单位（g），指定使用哪些样品（大理石、石灰石、木材、塑料），并指定使用的容器的大小和类型（烧杯）。
en_000447	为了复制这个实验，需要的其他信息是，有多少醋被倒入_四个独立的容器，我应该购买材料还是使用自然资源。
en_000448	如果我必须复制这个实验，我需要知道使用的是_什么类型的样品，以及你是否在开始和停止标志之间进行检查。另外，你是如何确定质量的。
en_000449	为了复制实验，需要在程序中加入这些信息；^p -倒入的醋的数量^p -确定程序中使用的样品类型^p -温度和^p -容器的大小_打开/关闭盖子
en_000450	看完这个程序后，我建议这些学生把步骤_3变得更容易理解。为了复制这个实验，你需要标明什么材料进入容器，你要给它贴上什么标签，以及最后进入容器的单一样品。另外，为了使这个实验更加可靠，你需要在你的程序中增加更多的试验。另外，如果你只是看你的程序而不是表格，你需要在第一步确定四个样品。
en_000451	他们应该做的_一件事是解释他们为什么要测试viniger。此外，他们应该有一个假设。
en_000452	你需要添加你需要使用的材料。你还想知道你应该在杯子里倒多少醋。你还应该说你应该在容器上贴上_什么标签，如果它应该是样品或字母，如A、B、C、D。
en_000453	为了找到容器的起始质量和终止质量，你需要使用_一些测量材料，如秤，以了解醋对材料的影响，你还需要所有材料的起始质量都是一样的。
en_000454	要复制这个实验，你需要知道他们在实验中使用了_什么材料。此外，你还需要知道他们在每个容器中放了多少醋。最后，你需要知道容器的大小，这样你就可以知道容器里有多少醋了。
en_000455	"""在第_一步中，该小组需要对他们所说的内容更加精确，例如，他们可以说，""""确定4个不同岩石样本的质量""""。我还认为他们说了太多次样品。你会对他们所说的内容感到困惑。最后一个需要放的额外信息是，要把多少醋倒进容器里""。"
en_000456	在实验中，你把醋放在哪里，弹珠放在哪里 。为_什么需要醋？酸从哪里来？
en_000457	看完这个小组的实验过程后，我认为他们应该使用_四个以上的样品，这样他们就可以从其他类型的石头中找出不同的来源。另外，我认为他们应该多做一次试验。
en_000458	为了复制这个实验，我首先需要知道每个容器里倒了多少醋，这样我就不会放得太多或太少。我还需要知道他们使用的容器的大小，因为更大或更小的容器可能会影响醋对_4个样本的影响。最后，如果我只看了该小组的程序，我需要知道学生们使用了哪4个样本，这样我才能复制这个实验。然后，我需要知道容器放在哪里，这样我就可以给我的容器提供同样多的光线和其他东西。
en_000459	在阅读了该小组的程序后，我确定为了复制该实验，需要额外的信息。首先，程序没有说明测试的是_什么，我们需要知道所指的具体样本是什么，接下来我们还没有被告知每个样本在各个容器中需要多少。最后，我们需要知道每个容器中需要多少醋。
en_000460	需要的额外信息是确定_四个不同样品的质量，也就是大理石、石灰石、木材和塑料。需要的信息是开始和结束的质量。
en_000461	为了复制这个实验，各小组必须列出_4个不同质量的样品，如果没有的话，一个人可以使用任何不同质量的样品。此外，该小组还必须列出控制变量，如每个重量样本的大小。最后，为了复制这个实验，该小组必须说明他们在每个容器中放了多少醋，为了使这个过程可以复制，该小组必须做出这些改变。
en_000462	我需要的_三条额外信息如下。第一，他们在容器中倒了多少醋？第二，样品应该有多大？最后，我想知道的是醋的温度应该是多少。
en_000463	为了复制这个实验，我还需要知道，在第_二步中，每个容器里要倒多少醋。否则你就不能准确地进行这个实验。
en_000464	在阅读了该小组的程序后，为了复制这个实验，我需要知道在每个容器中倒入多少醋，每个容器的大小以及每个样品要洗多长时间。如果我知道这_三个额外的信息来源，我就可以成功地复制这个实验。
en_000465	要复制这个实验，你可能想知道当你把样品从容器中取出时的质量是多少，以防水对它有影响。此外，你可以尝试在较短或较长的时间内进行实验，以获得更好的结果。最后，你可以让样品干燥更长时间，看看它们会发生_什么。
en_000466	你需要知道这_四个不同的样品是什么。你还需要知道有多少醋要倒入容器中。最后，你需要知道在什么温度下储存它们。
en_000467	"""该小组的程序相当模糊，没有数值，如多少醋，以及样品有多大。另外，每个样品都应该在程序中命名，如""""确定大理石、石灰石、木材和塑料样品的质量""""应该在程序中说明。"""
en_000468	要重复这个实验，你需要知道在容器中放入多少醋，你需要知道这个实验的目的，以及质量的差异说明了样品的_什么。
en_000469	根据实验过程，你需要知道在每个容器中放入多少醋，因为它没有列出正确的数量。你还需要知道用_什么作为容器，因为有些容器可能太大或者太小，无法得到准确的结果。你还需要知道每个样品的起始质量，以及这些样品是什么。
en_000470	那么你需要从容器中取样，用蒸馏水冲洗每个样品。_三条信息，石灰石、塑料、大理石。
en_000471	看完这个小组的程序后，他们需要补充_一些信息来完成这个实验，首先，他们需要告诉你正确的测量方法，比如要倒多少醋。另外，他们应该告诉你如何确定每个样品的质量，因为有很多可能，你可以找到温度或测量它等等。这两种观察结果都应该加入到产品中，以便做实验。
en_000472	要复制这个实验还需要_一些额外的信息。首先，学生们需要准确说明在实验中使用哪四种类型的样品（大理石、石灰石、木材和塑料）。他们还需要在程序中说明每个杯子里需要放多少醋（以及醋的种类）。该程序还需要准确说明应该用剩余的样品做多少次重复试验，以及重复试验应该使用多少个额外的样品。
en_000473	你还需要知道你对每种材料使用了_什么样的物体，例如塑料可以
en_000474	为了复制这个实验，你需要知道_一些背景信息，即每个样品中有多少酸雨。另一个需要的信息是，有多少醋被倒入独立的相同的容器中。为了复制这个实验，需要的第三条信息是如何进行克重测量，用克重浸泡器进行测量？为了能够复制这个实验，所有这些东西都是需要的。
en_000475	我需要的信息。他们想找出_什么，换句话说，他们隐含的目的。醋的数量。醋--样品的数量。
en_000476	为了能够重新做这个实验，这组学生应该告诉你更多的事情。例如，他们希望我们使用同样的材料吗？他们当然要，所以这是_一个。另一个是，他们希望我们使用什么样的容器？我们可以使用塑料或金属或其他。最后，你需要知道你需要多少蒸馏水。
en_000477	为了描述这个实验，我们需要知道这些人用了多少醋。如果我们不知道而使用更多或更少的醋，可能会改变实验的结果。此外，我们还需要知道他们使用的所有工具，以便我们可以使用同样的工具。最后，如果他们在_24小时内测量了质量，会有帮助。
en_000478	复制实验还需要_一个额外的信息，那就是倒入容器中的醋的量，以毫升为单位，是需要的。每个容器都需要相同数量的醋。另一个需要补充的信息是必须确定质量的差异，否则你就会错过重点。第三个需要补充的信息是用什么来测量样品，以及需要用什么单位来测量。他们都需要相同的单位和天平。
en_000479	为了重复这个实验，我需要知道这_四个样品是什么，以及容器应该有多宽。
en_000480	为了重复这个实验，我们需要知道容器的大小、醋的数量和醋的温度，如果没有这些信息，这个实验就不能被复制。
en_000481	他们所遗漏的是他们所倒的样品，即醋。他们需要掌握程序中的每_一条信息。所以其他人可以做这项工作。
en_000482	为了复制这个实验，你需要知道他们在每个样品中放了多少醋，这样你就能得到准确的结束质量，因为如果我们放了不同的量，就会得到不同的结果。
en_000483	你需要知道的_一件事是在每个容器里放多少醋。还有，他们使用的是哪种样品，以及你应该使用多少样品。例如，整个物体，一半的物体。另外，如果他们要做一个表格，你需要记录哪些信息。
en_000484	在_四个独立但相同的容器中分别倒入醋。24小时后，从容器中取出样品，用蒸馏水冲洗每个样品。^p 将一种材料的单个样品放入一个容器中并贴上标签。重复使用剩余的样品，将一个小时的样品从放置一个单体的容器中取出。
en_000485	你将需要。开始质量、结束质量和质量差异，以便复制该实验。
en_000486	为了复制这个实验，你将需要相同的梯度和程序以及时间。另外，做_一个显示重量差异的图表。我们需要在每个实验中加入相同数量的醋。
en_000487	复制品
en_000488	为了复制这个实验，我需要将样品倒入不止_一个容器中，而不是用蒸馏水冲洗每个样品，等待48小时，而不是让样品坐着干燥30分钟，让它干燥一个小时。
en_000489	如何从醋中提取材料。材料在_什么条件下会被干燥。(材料将在什么条件下被浸泡（温度、光线）。
en_000490	你需要知道在杯子里放多少醋，这样你会得到更准确的结果。
en_000491	你需要知道要用多少醋，容器应该有多大，要进行多少次试验来复制这个实验。
en_000492	要复制这个实验，需要以下信息，应该给出这个实验中需要的醋的量。在这个实验中，可能会使用过多或过少的维纳。应该有多条线索，因为不同的样品可能会或可能不会带入任何vinger。而且标签可能不是正确的标签。实验中应该告诉每个容器应该贴_什么标签。
en_000493	为了复制这个实验，他们需要确定材料是_什么，他们必须建立一个对照，他们必须给出方向来寻找质量的差异。
en_000494	在阅读了该小组的程序后，我需要_一些信息来复制这个实验，即蒸馏水的温度。此外，我还需要知道该小组在每个杯子里放了多少醋。最后，你需要做多次试验以保证可靠性。
en_000495	我需要的_一些额外信息包括确定哪些物体的质量。另外，为了复制这个过程，我需要知道在每个容器中倒入多少醋，因为这个小组没有给出一个准确的数量。我还需要知道用多少蒸馏水来冲洗每个样品。最后，他们的程序并没有确切地告诉如何确定质量。
en_000496	该程序应该包括_四个不同的样品是什么。在这一点上，它是模糊的，需要具体说明。该程序应该指出在每个容器中需要倒多少醋。该程序还应该鼓励重复操作。人为和设备的错误总是可能的。因此，如果有必要，它应该给读者一个重新测试的概念。最后，该程序不包括一个对照。这没有给读者提供任何可以比较的结果。
en_000497	为了复制实验，你需要的信息是：大理石、石灰石、木头和塑料这_四个标签的质量，说明你是如何得到每个标签的质量的。它对所有材料有什么影响，如颜色和大小。
en_000498	1）我需要知道在样品中放入多少醋。^p 2）他们想通过传递是到量来发现什么。^p 3) 这个实验中是否有一个对照组。
en_000499	你需要知道要用多大的杯子。每个杯子里放多少醋，要得到多大的样品。
en_000500	我需要知道复制实验的_一些额外信息，即使用的不同样品是什么，我还需要知道要称多少样品，以便它们都是相等的。我应该如何确定不同样品的质量？要往样品中倒多少醋？
en_000501	为了复制这个实验，你需要你使用的醋的量，你可以使用的大理石、石灰石和木头的量，水的量，以及确定材料的质量。
en_000502	为了准确地复制这个实验，你需要知道每个样品的数量来测试。你还需要知道在不同的杯子中使用多少醋，最后你还需要知道用多少蒸馏水来冲洗样品。
en_000503	"""你需要像秤_一样的东西来确定质量。""""确定四个不同样品的质量""""。你需要确定该样品是什么。你还需要确定需要的醋的量。"""
en_000504	确定_四个样品的质量是什么？容器中需要多少醋？你将需要一个秤来测量不同的容器。不同的容器是由相同的材料制成的吗？
en_000505	你将需要知道他们加入的醋的量，_什么样的容器，以及每个物体有多少或多大。
en_000506	为了复制这个实验，学生需要包括样品应该用多少蒸馏水来冲洗。以及他们如何确定样品的质量。最后，他们需要向我们展示他们在容器中倒了多少醋。
en_000507	这个过程中缺少很多东西，这使他们很难复制这个实验。他们可以添加_一些信息，如使用的样品类型和每个样品的质量。这些信息会有帮助，因为如果没有这些信息，你就不知道你应该使用哪些样品，如果它们的质量不一样，你就可能得到无效的结果。此外，他们还需要告诉你在每个杯子里要放多少醋，否则，又有可能出现数据无效的情况。
en_000508	你需要的_一些额外信息是在四个容器中放多少醋，他们使用的实际样品（大理石、石灰石、木材、塑料），以及你如何测量每个样品的质量。
en_000509	为了复制这个实验，需要的额外信息是每个容器里有_什么，每个容器里放多少醋，每个容器里有多少样品。在程序中，他们没有说每个容器里有什么。他们也没有说他们在容器里放了多少醋。最后，他们没有说容器中的样品有多少。他们需要补充这些信息，以便复制这个实验。
en_000510	你需要知道在每个容器中倒入多少醋，也需要知道实验的起始质量和结束时间是_什么。
en_000511	在复制这项工作之前，我需要知道几件事。首先，我需要知道每个容器里要放多少醋。此外，我还需要知道我应该怎样做才能确定样品的质量。最后，我需要知道应该使用多少蒸馏水，以及我应该使用_什么相同的容器。
en_000512	我必须写下是_什么导致了酸雨，把化学品组成酸雨，以及为什么它不会毒害人类。
en_000513	为了复制实验，需要在容器中放入_一定量的醋，这样就不会使结果发生不适当的变化。另外，还需要加入每个样品的量，因为样品和醋的比例越大，实验的质量就会越大。另外，在表格中我们可以看到，人们在将样品放入醋中之前就已经测量了质量，但是如果没有表格，我们就不知道该怎么做，因为程序中没有说明是否需要在第2步和第3步之间添加，所以后来可以发现差异并看到变化。
