id	prompt	score
en_027502	10	0
en_027503	10	1
en_027504	10	1
en_027505	10	0
en_027506	10	1
en_027507	10	2
en_027508	10	1
en_027509	10	1
en_027510	10	1
en_027511	10	2
en_027512	10	2
en_027513	10	1
en_027514	10	2
en_027515	10	1
en_027516	10	2
en_027517	10	1
en_027518	10	2
en_027519	10	1
en_027520	10	1
en_027521	10	1
en_027522	10	2
en_027523	10	2
en_027524	10	1
en_027525	10	0
en_027526	10	2
en_027527	10	2
en_027528	10	2
en_027529	10	2
en_027530	10	0
en_027531	10	2
en_027532	10	0
en_027533	10	2
en_027534	10	2
en_027535	10	1
en_027536	10	1
en_027537	10	1
en_027538	10	0
en_027539	10	2
en_027540	10	1
en_027541	10	0
en_027542	10	1
en_027543	10	2
en_027544	10	2
en_027545	10	1
en_027546	10	1
en_027547	10	1
en_027548	10	1
en_027549	10	1
en_027550	10	1
en_027551	10	2
en_027552	10	1
en_027553	10	2
en_027554	10	1
en_027555	10	2
en_027556	10	2
en_027557	10	2
en_027558	10	1
en_027559	10	2
en_027560	10	2
en_027561	10	2
en_027562	10	0
en_027563	10	0
en_027564	10	1
en_027565	10	1
en_027566	10	2
en_027567	10	1
en_027568	10	2
en_027569	10	2
en_027570	10	2
en_027571	10	0
en_027572	10	1
en_027573	10	1
en_027574	10	2
en_027575	10	1
en_027576	10	2
en_027577	10	2
en_027578	10	0
en_027579	10	1
en_027580	10	1
en_027581	10	1
en_027582	10	1
en_027583	10	2
en_027584	10	1
en_027585	10	1
en_027586	10	1
en_027587	10	1
en_027588	10	0
